Task1,Task12,Task23,Task9,Task20,Task24,TotalDuration
3.0563526692091854,5.582685712043943,8.13842698941665,2.0,7.377329130803339,2.843607348377318,28.99840184985044
3.8360264168967486,6.210763097727655,8.451748045097379,2.0,6.876992967252605,4.8085917074897555,32.18412223446414
3.6407678771784258,5.046967167088479,8.51027658079273,2.0,3.542521893047891,4.960734652807933,27.70126817091546
3.1824038344745347,5.368366887453044,8.174497687129552,2.0,4.612728588135424,2.66556124985455,26.003558247047103
3.559775316614432,4.942660019134407,8.111608683119112,2.0,6.595733665734548,4.9753341404687,30.1851118250712
4.186358499328852,5.826835137899029,8.472788024622346,2.0,4.68832958380594,3.747802845477148,28.922114091133317
3.1726279974366403,5.631547881947061,8.42584929106586,2.0,5.2591664931534154,3.596951569247591,28.086143232850567
4.020342039941917,5.17048539620599,8.357972137216995,2.0,6.432201860892777,5.856913275490606,31.837914709748283
3.29698100709506,5.96222623952961,8.2372992850885,2.0,7.150724823181128,4.835077047916407,31.482308402810705
3.6808411427208574,5.667449141215268,8.136993687698864,2.0,5.735368072529463,2.98510053422213,28.205752578386583
3.2101108240095573,4.981044307776601,8.222886895086388,2.0,6.327839489305715,3.4836843943169926,28.225565910495252
4.259843870105514,4.9409985163608905,8.060229012157382,2.0,4.005069441979259,4.86740176840131,28.13354260900436
3.8947822546003525,5.480100210533115,8.420957574822568,2.0,4.701686440374249,3.7430540027878583,28.24058048311814
3.660703815623039,5.566027397147005,8.141226296050116,2.0,6.802312815313684,4.421574588836796,30.591844912970643
4.150329131706635,5.254860322533213,8.752249269463565,2.0,4.71551235497265,3.6871552466198607,28.560106325295923
3.354384593772857,4.542158471304535,8.358702235238027,2.0,4.500750319476601,5.614974445166043,28.370970064958065
3.493658507225975,5.521517462216612,8.622878417840134,2.0,7.0718964770238895,4.11270718507726,30.82265804938387
4.408323655987256,5.939767867710241,8.591242826620677,2.0,7.860228219381987,3.806482157358854,32.606044727059015
3.122411189260137,5.535950381176087,8.032602227823377,2.0,4.523169248229371,5.223928083601038,28.438061130090013
4.592989445351418,6.198507496952493,8.111229855543604,2.0,6.3308811529302425,4.646460963439968,31.880068914217723
3.0703423087030726,4.913236507354567,8.089234875949831,2.0,6.8224943277161,3.9305292961481193,28.82583731587169
3.9416403903344612,5.729562097539457,8.875638422374237,2.0,6.872560007989197,4.591592228163196,32.01099314640055
3.4783847126984444,6.539190840629456,8.69937152298889,2.0,7.393550524943887,4.541511443785569,32.65200904504625
3.0913080990263206,4.809485652182141,8.58398983077511,2.0,4.746203616955447,3.426023577727271,26.65701077666629
4.259019258143176,5.054474564193371,8.039519458920855,2.0,7.550506970037453,3.3907224402576084,30.294242691552466
3.399671614102433,4.857209312735525,8.006678234751865,2.0,7.070526972924466,4.963357158797027,30.297443293311318
4.507378164302259,5.077120869685966,8.241999037096663,2.0,6.0746002084820265,3.8209594849069255,29.722057764473842
3.834428238016616,4.9900781348374235,8.160438368335141,2.0,6.159570167473362,4.403243864776138,29.54775877343868
4.391357376390356,6.948667407011609,8.452443945746703,2.0,5.112750345098023,2.292626303277774,29.197845377524462
3.4150126939646483,5.226373520368716,8.334284684987233,2.0,6.559606873800096,4.878426389636443,30.413704162757135
3.522684492358602,5.1824198055163535,8.97028815801723,2.0,4.884828340927754,4.23363043954253,28.79385123636247
3.743844631737778,4.888902955837978,8.040135525254428,2.0,5.990170967217457,4.563922166384491,29.226976246432134
3.3606553717142758,4.951250788527743,8.028584057131091,2.0,6.495873854628329,3.137275123452894,27.973639195454332
3.0957824418008104,4.936704670444345,8.639100494200555,2.0,7.351338720131731,4.277573233468795,30.30049956004624
3.2459915195193076,5.230946936533054,8.37004920852386,2.0,4.271742443299422,2.2210400184491346,25.339770126324776
3.522073739350083,5.514467356018608,8.716480441205634,2.0,7.1164844879297355,3.696517388123788,30.566023412627846
3.452675209388326,5.1505218341686865,8.281111872526079,2.0,6.824005262437023,3.515747274227558,29.224061452747673
4.009826314136462,4.376092891434478,8.175819767246868,2.0,6.002603545898133,2.944370475741102,27.508712994457042
3.538044502074624,5.5957550332908355,8.240928220988113,2.0,7.595697713878527,4.542836820437107,31.513262290669207
3.132766877027267,6.121671813518246,8.559237146781937,2.0,5.688189570549338,5.383302423968467,30.885167831845255
4.2088662411026325,5.374003053390853,8.049526161359273,2.0,4.844958133286652,2.9849149833654867,27.462268572504897
3.2580880803742414,4.172051551556538,8.561842657598397,2.0,7.487155349885431,5.449267606980175,30.92840524639478
3.8159657523242085,5.3039607983521435,8.61390980999241,2.0,6.260333286179017,4.572864045500007,30.567033692347785
3.7413450966437516,5.001028077833364,8.464733535619477,2.0,7.211402197590719,3.888388561509176,30.306897469196485
3.0942780800208682,5.356999559576476,8.413958094903666,2.0,4.201831203675548,4.767246211042227,27.834313149218787
3.9123649435741674,5.356583734536544,8.634576874961931,2.0,6.099125907078904,3.5530105251576876,29.555661985309232
3.3175490483480163,4.35176180557252,8.132091430881857,2.0,7.067043188824232,3.1149618633655063,27.98340733699213
3.1893922037171634,5.4612857942518325,8.847602156282296,2.0,7.352773541978461,4.494561031411675,31.345614727641426
4.643995475020826,6.14389282246305,8.063453460239726,2.0,7.267012862977919,3.480609222388475,31.598963843089997
3.5585816581047993,5.750029454512321,8.580609439504004,2.0,6.6356304750884565,3.450115076546884,29.97496610375646
3.9481803761057463,5.7164278142770515,8.0601895964651,2.0,6.164429516473294,3.1246614335053504,29.013888736826544
3.5626863119701397,5.772541218681701,8.295079654317025,2.0,5.587207506567239,3.891350659584778,29.10886535112088
3.438985213657206,5.276650986587347,8.259172189198395,2.0,4.86973021095963,5.900229111314348,29.74476771171693
4.095761456336126,5.081560363097478,8.00989985440345,2.0,6.421535243037348,3.6389791583339375,29.24773607520834
3.3078458572002054,6.4478052880638295,8.753656694863498,2.0,6.396991199887301,3.6261223578308295,30.532421397845667
3.68569038428566,4.9694567429593235,8.138773030654649,2.0,6.887079981016257,3.7798908101017403,29.46089094901763
4.70286972244531,4.871053401095891,8.601842293037848,2.0,6.723008756077866,2.8859505027998402,29.784724675456754
4.642250403282282,5.515625801737584,8.75149039490313,2.0,6.174181032415909,2.9003364333458377,29.983884065684745
3.3120515612930532,5.042980344969406,8.808927156777013,2.0,7.407510536403137,5.411443250890969,31.982912850333577
3.2122901070247956,5.272500935572497,8.805035734736249,2.0,7.775644994878314,2.9205290030106115,29.986000775222465
3.3948669247342345,4.929544716866854,8.637363505285176,2.0,6.7603323028085205,4.361989021819372,30.084096471514158
4.564673964918426,5.065889937279098,8.029984207329614,2.0,4.518069546338426,3.7166612162973043,27.89527887216287
4.014094163569081,4.273034057659873,8.072676204894108,2.0,5.830955529463919,4.70469536827582,28.895455323862805
3.6246439821621617,4.966565980894964,8.781824274048343,2.0,7.772068801366084,4.074943181980105,31.220046220451657
3.4641407807846876,4.76765281130267,8.143051994709893,2.0,6.656065194332596,4.24223755102207,29.27314833215192
3.908654568040311,4.067643985697317,8.495324760796038,2.0,4.498557469323648,5.59365018787756,28.563830971734877
4.1946998996224005,5.286707873221371,8.05636645944106,2.0,4.779208296483414,4.66196688309428,28.978949411862526
4.157532997708463,5.4626132127965725,8.2878540730983,2.0,7.052632860144528,4.03722485886654,30.997858002614404
3.922288614271282,4.606207664650227,8.175189793078324,2.0,4.996851569978814,5.010337480002334,28.710875121980983
3.7294198962761755,4.641526943105548,8.27053384371271,2.0,6.854997630618559,3.49073357944788,28.987211893160875
3.2441430543362926,4.63991671497169,8.355074385534405,2.0,6.766232899562706,4.112993044735951,29.118360099141047
3.350307443316008,5.28983455752106,8.682263786761132,2.0,6.692678594380535,2.9948072194516864,29.00989160143042
3.412315716009193,4.349113504700383,8.422785204050621,2.0,7.1894015931227795,4.121222994929601,29.494839012812577
3.666788783037499,4.76408782496921,8.676714010198507,2.0,6.044446200153269,4.916751231987332,30.068788050345816
3.042911785798442,4.805909167441168,8.016813818230135,2.0,7.047798541414784,2.5695347553786902,27.48296806826322
3.5985162257345342,6.885752878292563,8.407094197458646,2.0,4.799397746836818,5.018590913153862,30.709351961476422
3.437676187590143,4.647003550737281,8.693867816124225,2.0,7.329889401129024,5.463961316746493,31.572398272327163
3.65949122562084,5.2488533179911006,8.827835172997077,2.0,5.052706158039358,3.5017139122611916,28.290599786909564
3.6777518330737387,5.936791698498693,8.510538943756064,2.0,6.26057378446567,3.8650334959899313,30.250689755784098
3.7501927916984865,5.5903298784275,8.429453405078851,2.0,6.259961461046812,3.967998869805978,29.99793640605763
3.4129392672788583,5.211158117045313,8.03586374642785,2.0,7.18126454034412,4.640192709798935,30.48141838089508
3.4277827942906667,5.066233323931057,8.020634614337123,2.0,5.22979380455565,2.891930046680027,26.636374583794524
3.6239538031325464,6.076098671051246,8.020135452558513,2.0,4.786928361275203,4.519404988998907,29.026521277016414
3.1322521216024266,6.144169583653821,8.251819079096206,2.0,5.767582060667539,2.9981462566967587,28.293969101716755
3.559073156179899,5.335409989073404,8.065143440962663,2.0,6.354641420943455,3.495301825096725,28.809569832256148
3.6777164964560844,5.81663088813283,8.092852314020238,2.0,5.429703479636293,4.322376245196433,29.339279423441884
3.439992589777132,5.568912547494967,8.16185615873017,2.0,6.21669264903811,5.041714742369092,30.42916868740947
3.3678674138959743,6.663675355763532,8.204749073154522,2.0,5.874952536707922,4.339854824033095,30.451099203555046
3.115233512445874,5.770394955768188,8.069793614082702,2.0,5.934006351030336,4.81042024584968,29.699848679176778
4.16825927099159,4.874364549506754,8.163841325065535,2.0,3.955871470779843,4.007934840505195,27.170271456848916
3.883828776561514,5.618559842754442,8.114299233543473,2.0,4.125337288262462,3.5939280057872742,27.335953146909162
4.109109251050266,5.402254120666199,8.445427762641158,2.0,5.8963670121533,5.179174088806646,31.03233223531757
3.050360144994539,4.96208958560571,8.241410163387943,2.0,6.620619072096563,3.7200856620791396,28.594564628163894
4.019127507254928,5.010554584794416,8.485728838494417,2.0,6.976681731712599,2.782091097465782,29.274183759722142
4.222749767606152,5.131668918668643,8.747165490836071,2.0,6.519253465941375,4.477018197351297,31.09785584040354
3.3804776030847883,6.090381665726128,8.028529489022242,2.0,5.381698093056681,4.377970050340991,29.25905690123083
4.034757476333334,5.020978902777561,8.623678450735444,2.0,6.728930755581439,3.1313408655149115,29.539686450942686
3.607274783529852,4.898719362459971,8.260334006550679,2.0,4.964946704904032,5.493505601800839,29.224780459245373
3.8490491650599576,4.078245355456026,8.206614897814806,2.0,5.623461727446594,4.237584449029778,27.994955594807163
3.3625709093989222,4.404589165802232,8.36781425965864,2.0,7.190782405139403,2.9741429865568465,28.299899726556045
3.3656379775422325,4.775358435378352,8.655964944653164,2.0,6.383432856309003,3.188444966383444,28.368839180266196
3.425931704490185,5.048927654717566,8.401978172652843,2.0,4.42262719124288,3.482486553854229,26.781951276957706
4.465637028121003,6.81101209585231,8.5829742301322,2.0,5.746677047783516,4.132669433767671,31.7389698356567
3.106284984296974,4.954290146114575,8.128569623132798,2.0,7.5600068443442385,4.381635498783894,30.130787096672478
3.2484887026260854,5.820012254070644,8.03970605287234,2.0,3.9197737873539737,4.855634753525562,27.88361555044861
3.801013207113847,5.271052304064708,8.093483242904238,2.0,4.781388650524903,3.878020900678153,27.824958305285847
3.3487229129674194,4.208989196111944,8.662417259227954,2.0,6.328293441812873,4.582228395867204,29.130651205987398
3.868599642482075,4.4636138109524515,8.561629662056784,2.0,7.043953421096794,5.003296675754648,30.941093212342754
3.5751674783363794,4.925876439403972,8.034470097144434,2.0,6.215876507163722,5.009371082242639,29.76076160429114
3.0300578320478233,4.733406878925342,8.743056577543936,2.0,6.783137970461637,5.247874605006266,30.537533863985004
3.3909924394512343,5.443372743880167,8.440620331756472,2.0,7.544582092697359,3.5818145869488216,30.401382194734055
3.2127439551743526,4.827413291780327,8.295247541847885,2.0,4.973495670362781,5.5744970401467935,28.88339749931214
3.4896919956050176,5.6670910648897745,8.199290218766805,2.0,6.708484552154607,4.486791610083802,30.551349441500005
3.1270689046027718,4.633053719149825,8.743854960091387,2.0,7.286365841138245,4.2194490531508695,30.0097924781331
3.240048853677996,5.011739593054256,8.008440320475374,2.0,6.833237621730097,4.289615895110389,29.383082284048115
3.3138915433319887,4.956044273712177,8.095409870946979,2.0,6.485452348727339,3.7643919403850314,28.615189977103515
3.8434338003365696,6.079285549116738,8.054145859292674,2.0,7.3943120764052885,5.317279942246605,32.688457227397876
3.0351119091357677,6.234437966905018,8.069593470930844,2.0,4.053594620143064,4.704896938240428,28.097634905355125
3.611041372629789,4.924504674598344,8.524035631837116,2.0,5.47915944525122,4.159018500279621,28.697759624596088
3.5822952032954642,5.236521009376844,8.465697496050034,2.0,6.36226187217883,4.414153612766704,30.060929193667878
3.6069162166929827,4.626100729053545,8.042865761495475,2.0,4.741753128562655,4.954804328154768,27.97244016395943
3.473733804716321,5.923583168674461,8.084855205534318,2.0,6.280991133264626,3.328827044806649,29.091990356996373
3.5366060645534554,4.655411816383229,8.247877679518146,2.0,5.875089602264108,3.276876321391797,27.591861484110733
3.5435264656917225,5.012330540780226,8.040629757477348,2.0,4.714187747937627,3.9212131827631795,27.2318876946501
3.227984378965262,6.854732248136846,8.17072856803649,2.0,6.94886476344964,4.505452877606627,31.707762836194867
3.067345007666317,4.749837137014434,8.001184888703692,2.0,7.421937393788788,3.763865039898885,29.004169467072117
3.3360175829514,5.888244193350271,8.14454263679675,2.0,6.734480059768474,3.9474808719114796,30.050765344778377
4.074485870889278,5.085746186975357,8.654564090981589,2.0,5.697374447706906,2.9883891367800732,28.500559733333205
3.159983682033223,5.0390552436824985,8.336688103472234,2.0,4.456859690591117,2.3530099987627664,25.345596718541838
4.026388004480262,4.21824806698923,8.392586179448037,2.0,6.425692168696557,4.7617454772283105,29.824659896842398
3.642365933042437,4.642139214036066,8.54473318283853,2.0,6.217958963522278,3.2524607471152738,28.299658040554583
4.504899945475008,5.944505838915747,8.079480589307497,2.0,7.2334797016794115,4.4175976866740125,32.17996376205168
3.7089021514674525,4.775958825281269,8.492525929131599,2.0,6.668694726510411,4.9873522729319895,30.633433905322722
3.0374858980519943,4.97058872315089,8.002269819105964,2.0,5.569870634830224,3.4375298719992102,27.017744947138283
3.251382794534776,4.94574678772503,8.582397365204912,2.0,6.750394052742969,3.4789027035377327,29.00882370374542
3.2493825792556943,5.525616869965594,8.012438581911432,2.0,6.192950776474675,4.607907593193687,29.588296400801084
4.141619633815418,4.631943361160674,8.063850070284348,2.0,6.424201691198391,4.187289057533024,29.44890381399186
4.314754401099547,5.352467277925829,8.236320824839346,2.0,7.163418832540472,3.7848804817522392,30.851841818157432
4.206975280526275,6.376610223910329,8.373680581583127,2.0,7.472006290385819,4.752610043090843,33.18188241949639
3.6148362850681837,6.112515143782779,8.376526206014947,2.0,4.4271066166093895,2.7625325474747884,27.293516798950087
4.114542480260409,6.028442699115384,8.434853843579027,2.0,7.367364334315738,3.9355359693743184,31.880739326644875
3.2646636380991394,4.6432634398940165,8.320519502568398,2.0,6.090681111158889,3.8963539465072445,28.215481638227686
3.68945298543752,5.692490087034544,8.191562398140917,2.0,7.238109870883871,3.931269476715472,30.742884818212325
3.8916459224011732,5.255591426578147,8.146487815631872,2.0,5.832310517172922,3.5731294656792745,28.69916514746339
3.365690772576004,5.013962632863467,8.048010658007836,2.0,7.370754469855435,3.2537771723395554,29.052195705642298
3.50023635578245,4.849286414793332,8.751018430184457,2.0,6.081825303664264,5.403421432533873,30.585787936958376
3.768203684640114,6.225225387572387,8.270149148934156,2.0,7.322685432165846,4.841939500631192,32.42820315394369
4.000934957198883,6.037823747207073,8.283701596138036,2.0,4.716648630034753,4.430994538945199,29.470103469523945
3.2905799595377454,4.828236161204083,8.186620578733207,2.0,6.746933255411924,3.3693930483934373,28.4217630032804
4.69611119994289,5.990575082236214,8.276371861076345,2.0,6.837567630425831,3.7594734016919285,31.560099175373207
3.1167177659822016,6.752077826070649,8.280840507268053,2.0,4.768112454660382,4.51259176535865,29.430340319339937
3.578828280192859,5.883137415616702,8.202000070033705,2.0,7.370186119891972,5.298725621270731,32.33287750700597
3.7104214394886714,5.599354262163777,8.188873295473257,2.0,6.0336395335863156,4.746686709406797,30.278975240118818
3.814763882207874,4.903848805032958,8.656584783286807,2.0,6.878516376717911,5.129173684258985,31.382887531504537
3.5635148152723426,5.372585095724221,8.397419129687078,2.0,5.859019432448739,4.1015657717873175,29.294104244919698
3.566485021770665,5.096254681955978,8.409685045595669,2.0,3.1902918703021896,4.522770810713095,26.785487430337596
3.636376055868364,4.297411399462529,8.33465851666094,2.0,4.695168525513993,4.226753060197399,27.190367557703226
3.353341184829472,5.663184231458758,8.545563657131469,2.0,7.228610685319657,4.890776249867219,31.681476008606577
4.612700486225214,4.829600123951312,8.145295260731276,2.0,6.570159953824337,4.642517799747617,30.800273624479757
3.16445306745051,6.227848128098806,8.215762858793095,2.0,4.96126243687123,4.1000268887610005,28.66935337997464
3.7283974151222123,4.906272606926451,8.001234458514144,2.0,6.591179221321141,3.6324304286669324,28.85951413055088
3.3661560984302605,4.545838330318247,8.243472942359384,2.0,4.159033058497213,4.018085839909449,26.332586269514554
4.127297719163194,4.8982633065486745,8.083610371076597,2.0,6.8767552092579605,4.5419228641015215,30.527849470147952
3.1752001423182037,5.054741674799836,8.041947846708469,2.0,4.71760085180334,4.244130915349527,27.233621430979372
3.119773014556853,6.280830046279821,8.134455517560566,2.0,4.6075319902911565,5.5756354344626695,29.718226003151067
3.7234112724103063,5.267894487713136,8.394185164488162,2.0,7.326204518733917,4.619379866911692,31.331075310257212
4.295496278641894,5.8544952449428544,8.129048977094476,2.0,5.322706637092965,3.207562313440108,28.809309451212293
4.224555135505947,5.109768256640173,8.794826066591437,2.0,5.776913880015317,2.670260169937131,28.576323508690006
3.276011207908261,5.304952800704185,8.245317613346616,2.0,7.198555166450592,2.307105112285231,28.331941900694886
3.788331561607683,4.054374974901351,8.509659781727033,2.0,5.481495560778988,3.8214211936271933,27.65528307264225
3.13999754147902,5.00337912671098,8.653864344241619,2.0,7.530036554355477,3.499184341554713,29.82646190834181
3.577672573332549,5.647985213853383,8.514551561796758,2.0,4.144589425945339,4.353892845928369,28.2386916208564
3.1472554304048037,4.627674526625409,8.037642361235337,2.0,5.466869460719474,3.3397749118860816,26.619216690871106
3.731823464240312,5.445619990842891,8.24397994672041,2.0,5.1417801657352245,2.6679361774858315,27.23113974502467
4.6421320241813655,5.107572415170518,8.19463942700488,2.0,7.322627864371018,3.7879132409777476,31.05488497170553
3.9835006825132333,4.981162827309545,8.052223693355652,2.0,4.525207353929624,5.22535738623126,28.76745194333931
3.17589309687334,5.145242119495223,8.294840846766906,2.0,6.235251104271905,3.8433624848563683,28.69458965226374
4.48943016976865,5.390921396596606,8.275135801700857,2.0,5.659789752952751,4.170549604151997,29.98582672517086
3.2055572976707913,6.204102012448827,8.628095725285117,2.0,5.957922790162616,4.926507455110895,30.922185280678246
3.9627280945093197,5.621621378841047,8.009287934810683,2.0,6.166723305950039,3.752938885593124,29.513299599704215
3.6168869315722825,4.853264916471768,8.096070784051223,2.0,7.543051614215015,4.807639730380151,30.916913976690445
3.113133198831832,5.82578618529977,8.44843876946877,2.0,7.034419185493094,5.009075377171584,31.43085271626505
4.139104653521863,6.715711565720604,8.168384129591693,2.0,5.704208594171961,3.736090539593235,30.463499482599353
3.7645034366637926,6.666794699119263,8.489433723825169,2.0,7.264845097404549,5.436895241771637,33.62247219878441
4.522482451251173,4.568281844122382,8.508008000377432,2.0,6.64882566839563,3.7536670560362473,30.001265020182863
3.71937991137571,4.953440341442182,8.545690824230176,2.0,4.088006414423411,4.603450290240289,27.90996778171177
3.431323412313242,5.947513472380493,8.057828403386894,2.0,7.118811010341426,3.9595527876696037,30.515029086091662
3.221005401328234,6.090446716501949,8.148230498761047,2.0,7.746473627096256,5.4719620190297125,32.6781182627172
3.3744365736509954,6.620406191524638,8.065162665142891,2.0,6.917737774041428,4.463941375384541,31.441684579744496
3.4118157629826005,4.755594160431405,8.596489342461375,2.0,5.440327728520055,3.730104119280805,27.93433111367624
3.290098267852671,4.726076606533002,8.497474189981022,2.0,5.524985152047608,3.705827255351255,27.74446147176556
3.892218925726526,5.601147997518003,8.145062755749981,2.0,7.006848072309834,3.9074511307169546,30.552728882021302
3.437185536215439,5.485533413057175,8.05518040192094,2.0,7.229349128395162,4.1357166404420145,30.342965120030726
4.724184113241053,4.404041586661867,8.230032739746255,2.0,7.453703942228039,4.987270087743329,31.799232469620545
3.2738789077757904,6.24146269256622,8.142962531211934,2.0,7.006015355507358,5.217756554984448,31.88207604204575
4.344528313136216,4.999727210041577,8.053209384415357,2.0,6.552519517166902,3.83850020012433,29.788484624884383
3.8766848187761456,4.548574412104919,8.555778932801575,2.0,6.770887002935703,2.8275344858920057,28.579459652510348
3.122233869310538,4.527125862868695,8.319874729313545,2.0,6.475358736503622,4.771022317500217,29.215615515496616
4.24990107666414,5.7254945750776,8.041210972418888,2.0,6.878154390304531,3.4913429174188764,30.386103931884037
3.5032114673980566,4.444846370946354,8.543318961565834,2.0,6.6617865550047,4.678505753673308,29.83166910858825
3.2321075385680755,4.772156400915148,8.787606714942724,2.0,5.5806282136889624,3.632386824865022,28.004885692979933
3.582660236980457,4.82171074905849,8.938345749216824,2.0,5.396415815518047,2.6224560317772627,27.36158858255108
4.193599614482435,5.680635680378292,8.144758691879337,2.0,3.945779506044287,3.4643979053103626,27.429171398094713
3.888357572270867,5.003633147330815,8.361611627597739,2.0,6.721699722991075,3.666909195035969,29.642211265226468
3.4551672905250936,6.070809570915452,8.153900688104663,2.0,5.8036281079901855,3.3268522889555454,28.810357946490942
4.12772873191477,5.028379569513637,8.340280076076708,2.0,5.881090502124243,4.289665881119124,29.66714476074848
4.081040638890262,5.241632123325197,8.360546964724241,2.0,4.036793204921448,3.702199264710165,27.422212196571316
3.10724118869293,6.712441663794686,8.313165080250055,2.0,5.176107683866045,2.800845068919012,28.109800685522732
3.268111719755819,6.19526972537681,8.345384524768924,2.0,6.191487836914298,3.801319731453335,29.80157353826919
3.6060018956737268,4.808917982498827,8.802554645338674,2.0,4.313542417575975,4.035634451357821,27.566651392445024
3.681201467471986,4.524691441073404,8.002462253754768,2.0,6.724033472881414,3.9960380504449278,28.9284266856265
3.263082444461713,5.456761705116997,8.555165894469933,2.0,6.89225333855954,5.579535876933454,31.74679925954164
3.824107361632839,5.137216588092759,8.259392244794789,2.0,6.643180835165214,3.112889047686631,28.976786077372232
3.4245390183466586,4.732685754154752,8.399338886627776,2.0,6.4174166784701425,3.4392785266602988,28.41325886425963
3.1993282136077847,4.820132308167397,8.250392429101224,2.0,6.731531714049647,3.4110981486583962,28.41248281358445
3.039417348583181,5.083123775974434,8.661023390139512,2.0,5.578853893850976,3.954014256939023,28.316432665487124
3.2561781585821947,6.4222779950576925,8.31666636339141,2.0,6.883004363746458,4.604962037715639,31.483088918493394
3.9294456390509396,4.325072980436327,8.163059459944158,2.0,6.387768945140039,3.867975209700143,28.67332223427161
3.6762646456382373,4.484096630327956,8.738074248214774,2.0,4.887478038883169,3.6248456673232985,27.410759230387438
3.1070525871501453,4.725874041487576,8.6031331004749,2.0,4.139372435102875,4.928305670885644,27.50373783510114
3.8913106219931146,4.114623978556411,8.106120870261062,2.0,6.79256202368301,4.230804462410573,29.135421956904175
3.469793340555361,5.427561162762249,8.429187360996693,2.0,6.560789489630017,4.104465113205583,29.991796467149904
3.926156556975045,5.4912372542621215,8.433232498411659,2.0,3.7019475705622176,5.360024173403735,28.91259805361478
4.5783496342679655,4.403234468556688,8.29768033589043,2.0,5.585743627154167,4.296219861935223,29.16122792780447
3.502478417934541,5.138771402969873,8.018214033498147,2.0,5.858682368400952,4.885105872271859,29.403252095075374
3.358999163006554,5.128285352703873,8.202123200650748,2.0,4.097304207012444,4.150649708426505,26.937361631800123
3.0367680960795944,5.0794653754437515,8.415786197335636,2.0,7.359809672637047,4.38881754655732,30.280646888053347
3.1591619051046576,4.529778122462123,8.24386407029633,2.0,4.097305238467489,4.000371324373237,26.030480660703837
3.6748039032834443,5.548966328058001,8.327633927223893,2.0,4.4305638781093535,5.663725885136641,29.645693921811336
3.494390639014485,5.684545569368362,8.174943002507389,2.0,7.76566422567979,3.5930190374456386,30.712562474015662
3.261370023289164,6.2072448128007665,8.556538555452772,2.0,5.297636560970114,4.135555513340677,29.45834546585349
4.257170141720457,4.942380676079763,8.128997393693835,2.0,6.573643747073486,3.980942254031308,29.883134212598847
3.3596308033513185,5.536302670699674,8.265120145428453,2.0,6.800318204092854,3.7225994165310734,29.683971240103375
4.81464645035334,6.342996794780195,8.035449999663095,2.0,6.921961797120254,3.9066429229513795,32.02169796486826
4.139592206122079,5.631608708025574,8.186262901312,2.0,7.364050362876203,2.844526069864953,30.166040248200808
